Cruise,Day,Time,TimeStamp,Conductivity,Density [kg/m3],Salinity [PSU],Temperature1 [C],Chlorophyll [raw],Turbidity [raw],TurbidityNTU,Chlorophyll [ug/L],O2 Saturation [%],O2 Concentration [raw],Temperature2 [C],O2 Concentration [mg/L],Temperature3 [C],Depth [m],Pressure [kPa],DateTime,Latitude [N],Longitude [E],Distance [m]
March,3/22/19,8:59:52,1553281192,42.6715,1018.4085,28.0605,23.9615,NA,NA,NA,NA,97.103,255.474,23.936,8.175168,23.353,0.1797873,104.137,3/22/19 18:59,21.284985,-157.844758,3513.315273
March,3/22/19,8:59:53,1553281193,42.697,1018.419,28.076,23.966,159,229,1.0919,1.3431,94.214,247.8,23.951,7.9296,23.3685,0.205122775,104.3915,3/22/19 18:59,21.284992,-157.844758,3513.032283
March,3/22/19,8:59:54,1553281194,42.759,1018.453,28.122,23.966,NA,NA,NA,NA,NA,NA,NA,NA,23.384,0.23045825,104.646,3/22/19 18:59,21.284997,-157.844757,3512.733745
March,3/22/19,8:59:55,1553281195,42.7345,1018.444,28.107,23.9605,157,224,1.0614,1.3189,92.801,244.028,23.964,7.808896,23.411,0.32542895,105.6,3/22/19 18:59,21.285002,-157.844757,3512.532086
March,3/22/19,8:59:56,1553281196,42.677,1018.415,28.067,23.956,150,220,1.037,1.2342,91.072,239.439,23.973,7.662048,23.433,0.21453025,104.486,3/22/19 18:59,21.285007,-157.844755,3512.137247
March,3/22/19,8:59:57,1553281197,42.684,1018.413,28.068,23.964,152,215,1.0065,1.2584,89.328,234.822,23.98,7.514304,23.4395,0.35011735,105.848,3/22/19 18:59,21.28501,-157.844753,3511.823056
March,3/22/19,8:59:58,1553281198,42.6995,1018.4175,28.0755,23.97,151,215,1.0065,1.2463,NA,NA,NA,NA,23.446,0.48570445,107.21,3/22/19 18:59,21.285013,-157.844753,3511.702344
March,3/22/19,8:59:59,1553281199,42.71,1018.419,28.079,23.976,150,215,1.0065,1.2342,87.403,229.745,23.984,7.35184,23.47,0.4342371,106.693,3/22/19 18:59,21.285017,-157.844753,3511.541521
March,3/22/19,9:00:00,1553281200,42.941,1018.5425,28.2455,23.98,144,209,0.9699,1.1616,87.516,230.027,23.987,7.360864,23.481,0.57091925,108.066,3/22/19 19:00,21.285017,-157.844753,3511.541521
March,3/22/19,9:00:01,1553281201,46.637,1020.597,30.969,23.985,148,189,0.8479,1.21,86.147,226.416,23.99,7.245312,23.4855,0.691026325,109.2725,3/22/19 19:00,21.285017,-157.844752,3511.444791
March,3/22/19,9:00:02,1553281202,48.666,1021.743,32.483,23.982,174,190,0.854,1.5246,87.289,229.364,24.003,7.339648,23.49,0.8111334,110.479,3/22/19 19:00,21.285017,-157.844753,3511.541521
March,3/22/19,9:00:03,1553281203,50.0945,1022.5425,33.546,23.994,NA,NA,NA,NA,NA,NA,NA,NA,23.516,0.9982874,112.359,3/22/19 19:00,21.285017,-157.844752,3511.444791
March,3/22/19,9:00:04,1553281204,50.207,1022.607,33.631,23.993,184,203,0.9333,1.6456,85.969,225.722,24.044,7.223104,23.539,1.014663375,112.5235,3/22/19 19:00,21.285018,-157.844753,3511.501338
March,3/22/19,9:00:05,1553281205,49.0715,1021.9495,32.7675,24.01,168,190,0.854,1.452,85.006,223.011,24.088,7.136352,23.562,1.03103935,112.688,3/22/19 19:00,21.285017,-157.844753,3511.541521
March,3/22/19,9:00:06,1553281206,50.53,1022.773,33.858,24.014,172,189,0.8479,1.5004,85.568,224.334,24.123,7.178688,23.605,1.11744875,113.556,3/22/19 19:00,21.285017,-157.844755,3511.734985
March,3/22/19,9:00:07,1553281207,51.016,1023.042,34.217,24.024,181,199,0.9089,1.6093,NA,NA,NA,NA,23.635,1.35318315,115.924,3/22/19 19:00,21.285013,-157.844757,3512.089225
March,3/22/19,9:00:08,1553281208,51.2085,1023.1315,34.3445,24.0465,184,193,0.8723,1.6456,85.475,223.913,24.166,7.165216,23.6525,1.463335225,117.0305,3/22/19 19:00,21.285012,-157.844757,3512.12944
March,3/22/19,9:00:09,1553281209,51.068,1023.029,34.219,24.072,191,192,0.8662,1.7303,85.296,223.277,24.206,7.144864,23.67,1.5734873,118.137,3/22/19 19:00,21.285012,-157.844758,3512.22616
March,3/22/19,9:00:10,1553281210,51.118,1023.0275,34.23,24.1055,NA,NA,NA,NA,84.276,220.45,24.244,7.0544,23.707,1.5320745,117.721,3/22/19 19:00,21.28501,-157.84476,3512.500041
March,3/22/19,9:00:11,1553281211,51.26,1023.082,34.314,24.136,197,202,0.9272,1.8029,83.767,218.974,24.28,7.007168,23.7195,1.576872,118.171,3/22/19 19:00,21.285008,-157.84476,3512.580515
March,3/22/19,9:00:12,1553281212,51.335,1023.112,34.36,24.15,197,214,1.0004,1.8029,NA,NA,NA,NA,23.732,1.6216695,118.621,3/22/19 19:00,21.285005,-157.844762,3512.894695
March,3/22/19,9:00:13,1553281213,51.3635,1023.1045,34.36,24.177,155,202,0.9272,1.2947,83.015,216.857,24.317,6.939424,23.76,1.82584655,120.672,3/22/19 19:00,21.285003,-157.844762,3512.975246
March,3/22/19,9:00:14,1553281214,51.351,1023.078,34.334,24.199,144,203,0.9333,1.1616,82.803,216.156,24.353,6.916992,23.781,2.01120865,122.534,3/22/19 19:00,21.285,-157.844762,3513.096139
March,3/22/19,9:00:15,1553281215,51.348,1023.06,34.317,24.218,143,197,0.8967,1.1495,82.096,214.205,24.38,6.85456,23.79,1.9961766,122.383,3/22/19 19:00,21.284997,-157.844763,3513.31379
March,3/22/19,9:00:16,1553281216,51.346,1023.0365,34.2965,24.244,138,201,0.9211,1.089,NA,NA,NA,NA,23.799,1.98114455,122.232,3/22/19 19:00,21.284995,-157.844763,3513.394477
March,3/22/19,9:00:17,1553281217,51.366,1023.031,34.296,24.263,134,205,0.9455,1.0406,81.731,213.171,24.4,6.821472,23.815,2.07472155,123.172,3/22/19 19:00,21.284992,-157.844765,3513.7089
March,3/22/19,9:00:18,1553281218,51.357,1023.0175,34.2825,24.2725,134,208,0.9638,1.0406,81.709,213.037,24.419,6.817184,23.821,2.0803959,123.229,3/22/19 19:00,21.28499,-157.844767,3513.982981
March,3/22/19,9:00:19,1553281219,51.347,1022.988,34.254,24.3,NA,NA,NA,NA,81.514,212.456,24.438,6.798592,23.827,2.08607025,123.286,3/22/19 19:00,21.284988,-157.844767,3514.063768
March,3/22/19,9:00:20,1553281220,51.357,1022.993,34.261,24.3,133,198,0.9028,1.0285,81.574,212.536,24.457,6.801152,23.834,2.0541147,122.965,3/22/19 19:00,21.28499,-157.844768,3514.079642
March,3/22/19,9:00:21,1553281221,51.359,1022.975,34.2455,24.3225,136,194,0.8784,1.0648,NA,NA,NA,NA,23.852,2.08686665,123.294,3/22/19 19:00,21.28499,-157.84477,3514.272966
March,3/22/19,9:00:22,1553281222,51.369,1022.97,34.244,24.334,136,195,0.8845,1.0648,81.747,212.918,24.474,6.813376,23.8585,2.14918495,123.92,3/22/19 19:00,21.28499,-157.844772,3514.466294
March,3/22/19,9:00:23,1553281223,51.3755,1022.9625,34.2385,24.347,140,201,0.9211,1.1132,81.512,212.243,24.49,6.791776,23.865,2.21150325,124.546,3/22/19 19:00,21.28499,-157.844772,3514.466294
March,3/22/19,9:00:24,1553281224,51.364,1022.929,34.207,24.377,140,195,0.8845,1.1132,81.878,213.142,24.504,6.820544,23.875,2.19398245,124.37,3/22/19 19:00,21.284988,-157.844773,3514.643708
March,3/22/19,9:00:25,1553281225,51.401,1022.94,34.226,24.39,141,196,0.8906,1.1253,NA,NA,NA,NA,23.885,2.25032775,124.936,3/22/19 19:00,21.284987,-157.844775,3514.877412
March,3/22/19,9:00:26,1553281226,51.5465,1023.0095,34.3235,24.4035,143,209,0.9699,1.1495,81.682,212.578,24.517,6.802496,23.8915,2.247689675,124.9095,3/22/19 19:00,21.284985,-157.844778,3515.248164
March,3/22/19,9:00:27,1553281227,51.569,1023.013,34.332,24.414,146,219,1.0309,1.1858,82.457,214.545,24.53,6.86544,23.898,2.2450516,124.883,3/22/19 19:00,21.284985,-157.84478,3515.441479
March,3/22/19,9:00:28,1553281228,51.5965,1023.022,34.3475,24.421,147,222,1.0492,1.1979,83.301,216.697,24.541,6.934304,23.905,2.2076208,124.507,3/22/19 19:00,21.284983,-157.844782,3515.715578
March,3/22/19,9:00:29,1553281229,51.627,1023.035,34.366,24.427,153,233,1.1163,1.2705,NA,NA,NA,NA,23.9125,2.24435475,124.876,3/22/19 19:00,21.284983,-157.844783,3515.812233
March,3/22/19,9:00:30,1553281230,51.633,1023.027,34.361,24.44,NA,NA,NA,NA,84.609,220.06,24.551,7.04192,23.92,2.2810887,125.245,3/22/19 19:00,21.284982,-157.844787,3516.239252
March,3/22/19,9:00:31,1553281231,51.6555,1023.023,34.363,24.458,162,254,1.2444,1.3794,85.089,221.269,24.56,7.080608,23.929,2.30806675,125.516,3/22/19 19:00,21.28498,-157.844788,3516.416704
March,3/22/19,9:00:32,1553281232,51.59,1022.976,34.305,24.47,NA,NA,NA,NA,86.452,224.777,24.569,7.192864,23.937,2.50955595,127.54,3/22/19 19:00,21.284978,-157.84479,3516.690826
March,3/22/19,9:00:33,1553281233,51.565,1022.953,34.279,24.48,141,266,1.3176,1.1253,87.022,226.24,24.573,7.23968,23.941,2.656939725,129.0205,3/22/19 19:00,21.284977,-157.844792,3516.924539
March,3/22/19,9:00:34,1553281234,51.524,1022.93,34.2485,24.4795,NA,NA,NA,NA,NA,NA,NA,NA,23.945,2.8043235,130.501,3/22/19 19:00,21.284973,-157.844793,3517.182924
March,3/22/19,9:00:35,1553281235,51.515,1022.911,34.23,24.496,NA,NA,NA,NA,87.525,227.561,24.57,7.281952,23.944,2.9713684,132.179,3/22/19 19:00,21.284972,-157.844795,3517.416646
March,3/22/19,9:00:36,1553281236,51.508,1022.91,34.2265,24.4925,120,298,1.5128,0.8712,88.235,229.452,24.56,7.342464,23.943,3.042198225,132.8905,3/22/19 19:00,21.28497,-157.844795,3517.497573
March,3/22/19,9:00:37,1553281237,51.504,1022.906,34.223,24.494,117,308,1.5738,0.8349,89.448,232.649,24.55,7.444768,23.942,3.11302805,133.602,3/22/19 19:00,21.284968,-157.844797,3517.77178
March,3/22/19,9:00:38,1553281238,51.504,1022.912,34.228,24.488,118,323,1.6653,0.847,NA,NA,NA,NA,23.936,3.2447327,134.925,3/22/19 19:00,21.284965,-157.844798,3517.989886
March,3/22/19,9:00:39,1553281239,51.489,1022.904,34.217,24.4865,116,325,1.6775,0.8228,90.8,236.204,24.541,7.558528,23.928,3.3538395,136.021,3/22/19 19:00,21.284963,-157.8448,3518.264137
March,3/22/19,9:00:40,1553281240,51.48,1022.898,34.21,24.488,114,338,1.7568,0.7986,90.902,236.509,24.532,7.568288,23.927,3.46901885,137.178,3/22/19 19:00,21.28496,-157.8448,3518.385733
March,3/22/19,9:00:41,1553281241,51.472,1022.8965,34.206,24.4845,NA,NA,NA,NA,91.478,238.056,24.521,7.617792,23.926,3.5841982,138.335,3/22/19 19:00,21.284958,-157.844802,3518.660033
March,3/22/19,9:00:42,1553281242,51.465,1022.891,34.2,24.486,110,245,1.1895,0.7502,NA,NA,NA,NA,23.922,3.8559697,141.065,3/22/19 19:00,21.284957,-157.844802,3518.700594
March,3/22/19,9:00:43,1553281243,51.461,1022.899,34.205,24.475,106,249,1.2139,0.7018,92.579,240.97,24.51,7.71104,23.9215,3.932225,141.831,3/22/19 19:00,21.284955,-157.844802,3518.781742
March,3/22/19,9:00:44,1553281244,51.455,1022.891,34.1965,24.4805,104,278,1.3908,0.6776,92.963,242.021,24.499,7.744672,23.921,4.0084803,142.597,3/22/19 19:00,21.284953,-157.844802,3518.862926
March,3/22/19,9:00:45,1553281245,51.451,1022.9,34.204,24.467,104,293,1.4823,0.6776,93.915,244.554,24.487,7.825728,23.915,4.16666525,144.186,3/22/19 19:00,21.284952,-157.844803,3519.00011
March,3/22/19,9:00:46,1553281246,51.4395,1022.8965,34.1975,24.4635,103,344,1.7934,0.6655,94.626,246.462,24.475,7.886784,23.911,4.49020275,147.436,3/22/19 19:00,21.284952,-157.844803,3519.00011
March,3/22/19,9:00:47,1553281247,51.437,1022.903,34.203,24.454,101,349,1.8239,0.6413,NA,NA,NA,NA,23.9105,4.540923475,147.9455,3/22/19 19:00,21.28495,-157.844803,3519.081341
March,3/22/19,9:00:48,1553281248,51.432,1022.901,34.199,24.454,100,345,1.7995,0.6292,95.468,248.704,24.464,7.958528,23.91,4.5916442,148.455,3/22/19 19:00,21.284948,-157.844805,3519.355742
March,3/22/19,9:00:49,1553281249,51.4345,1022.905,34.204,24.451,NA,NA,NA,NA,94.647,246.615,24.453,7.89168,23.908,4.7085159,149.629,3/22/19 19:00,21.284947,-157.844805,3519.396382
March,3/22/19,9:00:50,1553281250,51.424,1022.901,34.197,24.449,NA,NA,NA,NA,94.768,246.98,24.442,7.90336,23.906,4.91528125,151.706,3/22/19 19:00,21.284947,-157.844807,3519.589514
March,3/22/19,9:00:51,1553281251,51.419,1022.908,34.202,24.438,98,355,1.8605,0.605,NA,NA,NA,NA,23.9045,4.966897925,152.2245,3/22/19 19:00,21.284945,-157.844807,3519.670808
March,3/22/19,9:00:52,1553281252,51.4105,1022.9015,34.195,24.439,NA,NA,NA,NA,95.326,248.483,24.432,7.951456,23.903,5.0185146,152.743,3/22/19 19:00,21.284943,-157.844807,3519.752138
March,3/22/19,9:00:53,1553281253,51.39,1022.892,34.182,24.436,92,462,2.5132,0.5324,94.734,246.988,24.421,7.903616,23.901,5.13827325,153.946,3/22/19 19:00,21.284942,-157.844808,3519.889368
March,3/22/19,9:00:54,1553281254,51.383,1022.888,34.176,24.436,NA,NA,NA,NA,95.177,248.186,24.412,7.941952,23.9005,5.2122389,154.689,3/22/19 19:00,21.28494,-157.84481,3520.163838
March,3/22/19,9:00:55,1553281255,51.3615,1022.891,34.173,24.4195,88,559,3.1049,0.484,NA,NA,NA,NA,23.9,5.28620455,155.432,3/22/19 19:00,21.284942,-157.844808,3519.889368
March,3/22/19,9:00:56,1553281256,51.362,1022.896,34.178,24.414,87,584,3.2574,0.4719,94.449,246.334,24.402,7.882688,23.896,5.43552955,156.932,3/22/19 19:00,21.28494,-157.84481,3520.163838
March,3/22/19,9:00:57,1553281257,51.355,1022.893,34.174,24.412,88,680,3.843,0.484,94.316,246.033,24.392,7.873056,23.891,5.55220215,158.104,3/22/19 19:00,21.284938,-157.84481,3520.245237
March,3/22/19,9:00:58,1553281258,51.337,1022.89,34.166,24.405,86,691,3.9101,0.4598,95.016,247.902,24.383,7.932864,23.8885,5.647322175,159.0595,3/22/19 19:00,21.284937,-157.844812,3520.479029
March,3/22/19,9:00:59,1553281259,51.329,1022.883,34.158,24.407,86,675,3.8125,0.4598,94.078,245.5,24.373,7.856,23.886,5.7424422,160.015,3/22/19 19:00,21.284937,-157.844812,3520.479029
March,3/22/19,9:01:00,1553281260,51.33,1022.8855,34.1605,24.405,85,675,3.8125,0.4477,NA,NA,NA,NA,23.882,5.8346255,160.941,3/22/19 19:01,21.284935,-157.844813,3520.657003
March,3/22/19,9:01:01,1553281261,51.271,1022.853,34.117,24.404,78,555,3.0805,0.363,94.311,246.146,24.364,7.876672,23.881,5.909636425,161.6945,3/22/19 19:01,21.284932,-157.844813,3520.779219
March,3/22/19,9:01:02,1553281262,51.301,1022.88,34.148,24.393,75,410,2.196,0.3267,93.116,243.067,24.356,7.778144,23.88,5.98464735,162.448,3/22/19 19:01,21.28493,-157.844813,3520.86074
March,3/22/19,9:01:03,1553281263,51.292,1022.883,34.1485,24.383,76,432,2.3302,0.3388,93.725,244.704,24.345,7.830528,23.877,6.1113745,163.721,3/22/19 19:01,21.284928,-157.844813,3520.942297
March,3/22/19,9:01:04,1553281264,51.295,1022.882,34.149,24.387,77,431,2.3241,0.3509,NA,NA,NA,NA,23.873,6.12043355,163.812,3/22/19 19:01,21.284925,-157.844813,3521.064699
March,3/22/19,9:01:05,1553281265,51.285,1022.882,34.146,24.38,NA,NA,NA,NA,93.825,245.007,24.336,7.840224,23.87,6.166873625,164.2785,3/22/19 19:01,21.284923,-157.844813,3521.146345
March,3/22/19,9:01:06,1553281266,51.28,1022.889,34.151,24.369,77,473,2.5803,0.3509,94.668,247.251,24.327,7.912032,23.867,6.2133137,164.745,3/22/19 19:01,21.284922,-157.844815,3521.38017
March,3/22/19,9:01:07,1553281267,51.284,1022.89,34.152,24.37,80,539,2.9829,0.3872,94.5,246.861,24.316,7.899552,23.866,6.46447835,167.268,3/22/19 19:01,21.284918,-157.844815,3521.543577
March,3/22/19,9:01:08,1553281268,51.284,1022.9045,34.1655,24.3535,81,576,3.2086,0.3993,94.229,246.202,24.305,7.878464,23.8625,6.510918425,167.7345,3/22/19 19:01,21.284917,-157.844815,3521.584451
March,3/22/19,9:01:09,1553281269,51.284,1022.915,34.174,24.342,80,572,3.1842,0.3872,NA,NA,NA,NA,23.859,6.5573585,168.201,3/22/19 19:01,21.284913,-157.844815,3521.748035
March,3/22/19,9:01:10,1553281270,51.2825,1022.919,34.177,24.3365,80,567,3.1537,0.3872,94.32,246.477,24.298,7.887264,23.858,6.53854355,168.012,3/22/19 19:01,21.284912,-157.844817,3521.981882
March,3/22/19,9:01:11,1553281271,51.284,1022.921,34.179,24.335,NA,NA,NA,NA,94.418,246.765,24.29,7.89648,23.853,6.5732865,168.361,3/22/19 19:01,21.28491,-157.844817,3522.063732
March,3/22/19,9:01:12,1553281272,51.286,1022.925,34.184,24.332,79,559,3.1049,0.3751,94.307,246.511,24.283,7.888352,23.8525,6.5647252,168.275,3/22/19 19:01,21.28491,-157.844818,3522.160191
March,3/22/19,9:01:13,1553281273,51.288,1022.929,34.1875,24.3275,NA,NA,NA,NA,NA,NA,NA,NA,23.852,6.5561639,168.189,3/22/19 19:01,21.284908,-157.844818,3522.24207
March,3/22/19,9:01:14,1553281274,51.286,1022.945,34.201,24.309,78,538,2.9768,0.363,93.948,245.605,24.276,7.85936,23.853,6.55048955,168.132,3/22/19 19:01,21.284908,-157.844818,3522.24207
March,3/22/19,9:01:15,1553281275,51.282,1022.943,34.198,24.309,NA,NA,NA,NA,93.924,245.574,24.269,7.858368,23.849,6.5718928,168.347,3/22/19 19:01,21.284907,-157.84482,3522.475926
March,3/22/19,9:01:16,1553281276,51.2855,1022.9485,34.204,24.305,78,496,2.7206,0.363,94.106,246.08,24.262,7.87456,23.849,6.5591504,168.219,3/22/19 19:01,21.284907,-157.84482,3522.475926
March,3/22/19,9:01:17,1553281277,51.285,1022.951,34.206,24.301,NA,NA,NA,NA,NA,NA,NA,NA,23.849,6.546408,168.091,3/22/19 19:01,21.284905,-157.84482,3522.557844
March,3/22/19,9:01:18,1553281278,51.2745,1022.9435,34.1975,24.303,78,572,3.1842,0.363,94.024,245.89,24.257,7.86848,23.847,6.6075317,168.705,3/22/19 19:01,21.284903,-157.844822,3522.83268
March,3/22/19,9:01:19,1553281279,51.261,1022.937,34.188,24.301,78,654,3.6844,0.363,94.27,246.561,24.251,7.889952,23.848,6.78781675,170.516,3/22/19 19:01,21.284902,-157.844822,3522.873664
March,3/22/19,9:01:20,1553281280,51.257,1022.932,34.183,24.305,78,643,3.6173,0.363,94.735,247.814,24.243,7.930048,23.849,6.9681018,172.327,3/22/19 19:01,21.284902,-157.844822,3522.873664
March,3/22/19,9:01:21,1553281281,51.2575,1022.9475,34.196,24.2875,NA,NA,NA,NA,94.404,246.983,24.235,7.903456,23.847,7.19417985,174.598,3/22/19 19:01,21.284898,-157.844823,3523.134115
March,3/22/19,9:01:22,1553281282,51.257,1022.953,34.201,24.281,77,578,3.2208,0.3509,NA,NA,NA,NA,23.842,7.2635662,175.295,3/22/19 19:01,21.284893,-157.844825,3523.532151
March,3/22/19,9:01:23,1553281283,51.2575,1022.956,34.2035,24.2785,78,616,3.4526,0.363,93.711,245.192,24.23,7.846144,23.843,7.2986078,175.647,3/22/19 19:01,21.28489,-157.844827,3523.848174
March,3/22/19,9:01:24,1553281284,51.262,1022.966,34.213,24.269,78,621,3.4831,0.363,93.429,244.478,24.225,7.823296,23.844,7.3336494,175.999,3/22/19 19:01,21.284888,-157.844827,3523.930347
March,3/22/19,9:01:25,1553281285,51.262,1022.965,34.212,24.271,76,615,3.4465,0.3388,93.254,244.045,24.22,7.80944,23.843,7.42891875,176.956,3/22/19 19:01,21.284887,-157.844827,3523.971447
March,3/22/19,9:01:26,1553281286,51.262,1022.9685,34.2155,24.267,77,611,3.4221,0.3509,NA,NA,NA,NA,23.843,7.44006835,177.068,3/22/19 19:01,21.284885,-157.844828,3524.150064
March,3/22/19,9:01:27,1553281287,51.262,1022.972,34.218,24.263,76,605,3.3855,0.3388,93.47,244.631,24.215,7.828192,23.8405,7.437629375,177.0435,3/22/19 19:01,21.284883,-157.84483,3524.42509
March,3/22/19,9:01:28,1553281288,51.2625,1022.977,34.223,24.257,76,594,3.3184,0.3388,93.461,244.63,24.211,7.82816,23.838,7.4351904,177.019,3/22/19 19:01,21.284875,-157.844833,3525.043498
March,3/22/19,9:09:19,1553281759,42.008,1017.737,27.326,24.369,116,230,1.098,0.8228,NA,NA,NA,NA,24.055,0.2775454,105.119,3/22/19 19:09,21.286373,-157.843773,3367.393047
March,3/22/19,9:09:20,1553281760,42.0615,1017.781,27.376,24.35,117,225,1.0675,0.8349,92.158,241.405,24.169,7.72496,24.054,0.29865,105.331,3/22/19 19:09,21.286375,-157.84377,3367.033688
March,3/22/19,9:09:21,1553281761,42.231,1017.88,27.504,24.342,NA,NA,NA,NA,92.171,241.415,24.175,7.72528,24.053,0.3197546,105.543,3/22/19 19:09,21.286377,-157.843765,3366.474432
March,3/22/19,9:09:22,1553281762,42.372,1017.958,27.607,24.34,120,225,1.0675,0.8712,91.586,239.865,24.178,7.67568,24.047,0.39690585,106.318,3/22/19 19:09,21.28638,-157.843762,3366.085379
March,3/22/19,9:09:23,1553281763,44.2835,1019.015,29.0055,24.3295,132,225,1.0675,1.0164,87.783,229.876,24.185,7.356032,24.045,0.47276295,107.08,3/22/19 19:09,21.286383,-157.843758,3365.596413
March,3/22/19,9:09:24,1553281764,43.796,1018.748,28.651,24.327,126,224,1.0614,0.9438,NA,NA,NA,NA,24.047,0.4195037,106.545,3/22/19 19:09,21.286387,-157.843755,3365.177799
March,3/22/19,9:09:25,1553281765,45.7435,1019.8275,30.0805,24.3245,124,217,1.0187,0.9196,88.107,230.662,24.2,7.381184,24.049,0.36624445,106.01,3/22/19 19:09,21.286388,-157.843752,3364.848214
March,3/22/19,9:09:26,1553281766,45.339,1019.607,29.786,24.317,145,231,1.1041,1.1737,86.59,226.617,24.217,7.251744,24.056,0.62726455,108.632,3/22/19 19:09,21.286392,-157.843748,3364.329736
March,3/22/19,9:09:27,1553281767,45.013,1019.424,29.545,24.321,147,227,1.0797,1.1979,85.518,223.651,24.256,7.156832,24.061,0.648020725,108.8405,3/22/19 19:09,21.286395,-157.843745,3363.940942
March,3/22/19,9:09:28,1553281768,46.7185,1020.3635,30.7925,24.3295,158,252,1.2322,1.331,NA,NA,NA,NA,24.066,0.6687769,109.049,3/22/19 19:09,21.286395,-157.843743,3363.74096
March,3/22/19,9:09:29,1553281769,48.585,1021.402,32.169,24.334,182,242,1.1712,1.6214,84.39,220.567,24.288,7.058144,24.079,0.7950063,110.317,3/22/19 19:09,21.286397,-157.843742,3363.58178
March,3/22/19,9:09:30,1553281770,50.044,1022.225,33.257,24.33,160,261,1.2871,1.3552,81.078,211.759,24.327,6.776288,24.096,1.0508498,112.887,3/22/19 19:09,21.286397,-157.843742,3363.58178
March,3/22/19,9:09:31,1553281771,51.179,1022.86,34.099,24.337,NA,NA,NA,NA,80.966,211.342,24.358,6.762944,24.1035,1.15826425,113.966,3/22/19 19:09,21.286397,-157.843742,3363.58178
March,3/22/19,9:09:32,1553281772,51.286,1022.915,34.175,24.343,151,263,1.2993,1.2463,NA,NA,NA,NA,24.111,1.2656787,115.045,3/22/19 19:09,21.286397,-157.843743,3363.681776
March,3/22/19,9:09:33,1553281773,51.038,1022.7535,33.9705,24.368,153,248,1.2078,1.2705,83.078,216.77,24.379,6.93664,24.127,1.30520005,115.442,3/22/19 19:09,21.286395,-157.843743,3363.74096
March,3/22/19,9:09:34,1553281774,50.571,1022.478,33.611,24.382,NA,NA,NA,NA,83.411,217.562,24.398,6.961984,24.133,1.3174447,115.565,3/22/19 19:09,21.286395,-157.843743,3363.74096
March,3/22/19,9:09:35,1553281775,51.2465,1022.8505,34.1085,24.3915,161,231,1.1041,1.3673,83.005,216.426,24.417,6.925632,24.139,1.32968935,115.688,3/22/19 19:09,21.286395,-157.843743,3363.74096
March,3/22/19,9:09:36,1553281776,51.464,1022.959,34.259,24.407,NA,NA,NA,NA,82.862,215.97,24.438,6.91104,24.151,1.5398394,117.799,3/22/19 19:09,21.286395,-157.843743,3363.74096
March,3/22/19,9:09:37,1553281777,51.477,1022.976,34.276,24.398,NA,NA,NA,NA,NA,NA,NA,NA,24.159,1.66815935,119.088,3/22/19 19:09,21.286395,-157.843743,3363.74096
March,3/22/19,9:09:38,1553281778,51.46,1022.9485,34.248,24.4175,158,233,1.1163,1.331,82.401,214.691,24.457,6.870112,24.1645,1.7210204,119.619,3/22/19 19:09,21.286395,-157.843743,3363.74096
March,3/22/19,9:09:39,1553281779,51.51,1022.969,34.279,24.427,163,217,1.0187,1.3915,82.262,214.276,24.471,6.856832,24.17,1.77388145,120.15,3/22/19 19:09,21.286395,-157.843743,3363.74096
March,3/22/19,9:09:40,1553281780,51.523,1022.972,34.285,24.431,160,225,1.0675,1.3552,82.62,215.153,24.484,6.884896,24.173,1.83619975,120.776,3/22/19 19:09,21.286395,-157.843743,3363.74096
March,3/22/19,9:09:41,1553281781,51.5645,1022.9805,34.3025,24.4485,159,276,1.3786,1.3431,NA,NA,NA,NA,24.1745,1.936197725,121.7805,3/22/19 19:09,21.286395,-157.843743,3363.74096
March,3/22/19,9:09:42,1553281782,51.565,1022.974,34.298,24.456,162,281,1.4091,1.3794,83.654,217.789,24.498,6.969248,24.176,2.0361957,122.785,3/22/19 19:09,21.286393,-157.843743,3363.800189
March,3/22/19,9:09:43,1553281783,51.552,1022.95,34.2735,24.4745,168,325,1.6775,1.452,84.371,219.606,24.51,7.027392,24.183,2.2424633,124.857,3/22/19 19:09,21.286393,-157.843743,3363.800189
March,3/22/19,9:09:44,1553281784,51.555,1022.95,34.274,24.476,168,360,1.891,1.452,85.095,221.454,24.519,7.086528,24.188,2.3248907,125.685,3/22/19 19:09,21.286393,-157.843743,3363.800189
March,3/22/19,9:09:45,1553281785,51.557,1022.95,34.275,24.478,166,339,1.7629,1.4278,85.284,221.914,24.527,7.101248,24.1885,2.347737425,125.9145,3/22/19 19:09,21.286393,-157.843743,3363.800189
March,3/22/19,9:09:46,1553281786,51.569,1022.942,34.2705,24.495,165,469,2.5559,1.4157,NA,NA,NA,NA,24.189,2.37058415,126.144,3/22/19 19:09,21.286393,-157.843743,3363.800189
March,3/22/19,9:09:47,1553281787,51.58,1022.942,34.273,24.502,165,597,3.3367,1.4157,84.132,218.887,24.534,7.004384,24.191,2.5628152,128.075,3/22/19 19:09,21.286393,-157.843743,3363.800189
March,3/22/19,9:09:48,1553281788,51.5815,1022.9355,34.268,24.5105,165,469,2.5559,1.4157,84.383,219.523,24.538,7.024736,24.1915,2.64036465,128.854,3/22/19 19:09,21.28639,-157.843747,3364.289023
March,3/22/19,9:09:49,1553281789,51.585,1022.932,34.266,24.517,165,479,2.6169,1.4157,NA,NA,NA,NA,24.192,2.7179141,129.633,3/22/19 19:09,21.286383,-157.84375,3364.796698
