Cruise,Day,Time,TimeStamp,Conductivity,Density [kg/m3],Salinity [PSU],Temperature1 [C],Chlorophyll [raw],Turbidity [raw],TurbidityNTU,Chlorophyll [ug/L],O2 Saturation [%],O2 Concentration [raw],Temperature2 [C],O2 Concentration [mg/L],Temperature3 [C],Depth [m],Pressure [kPa],DateTime,Latitude [N],Longitude [E],Distance [m]
October,10/21/18,8:16:56,1540145816,54.177,1020.175,32.634,29.341,1028,539,2.9829,11.858,13.407,31.984,29.354,1.023488,29.075,1.36094805,117.953,10/21/18 18:16,21.27518301,-157.8180317,61.76914662
October,10/21/18,8:16:57,1540145817,54.184,1020.172,32.634,29.349,1043,522,2.8792,12.0395,13.395,31.955,29.354,1.02256,29.0745,1.356717175,117.9105,10/21/18 18:16,21.27517461,-157.8180407,62.06329012
October,10/21/18,8:16:58,1540145818,54.186,1020.1735,32.635,29.348,1043,519,2.8609,12.0395,13.357,31.865,29.355,1.01968,29.074,1.3524863,117.868,10/21/18 18:16,21.27516201,-157.8180407,61.34214631
October,10/21/18,8:16:59,1540145819,54.189,1020.178,32.639,29.346,NA,NA,NA,NA,NA,NA,NA,NA,29.075,1.35139125,117.857,10/21/18 18:16,21.27514941,-157.8180407,60.64487252
October,10/21/18,8:17:00,1540145820,54.192,1020.183,32.644,29.341,1052,509,2.7999,12.1484,13.26,31.634,29.356,1.012288,29.078,1.34223265,117.765,10/21/18 18:17,21.27514941,-157.8180407,60.64487252
October,10/21/18,8:17:01,1540145821,54.1925,1020.1835,32.645,29.3405,NA,NA,NA,NA,13.155,31.383,29.356,1.004256,29.0765,1.344074325,117.7835,10/21/18 18:17,21.27514101,-157.8180497,61.01609096
October,10/21/18,8:17:02,1540145822,54.191,1020.187,32.647,29.336,1030,535,2.9585,11.8822,13.069,31.178,29.357,0.997696,29.075,1.345916,117.802,10/21/18 18:17,21.27514101,-157.8180497,61.01609096
October,10/21/18,8:17:03,1540145823,54.188,1020.181,32.642,29.341,NA,NA,NA,NA,NA,NA,NA,NA,29.074,1.3387484,117.73,10/21/18 18:17,21.27514101,-157.8180497,61.01609096
October,10/21/18,8:17:04,1540145824,54.178,1020.175,32.6345,29.3415,1002,535,2.9585,11.5434,13.033,31.09,29.357,0.99488,29.074,1.26259265,116.965,10/21/18 18:17,21.27514101,-157.8180452,60.60449037
October,10/21/18,8:17:05,1540145825,54.186,1020.172,32.633,29.351,1021,524,2.8914,11.7733,12.783,30.495,29.356,0.97584,29.074,1.1864369,116.2,10/21/18 18:17,21.27514101,-157.8180407,60.19369527
October,10/21/18,8:17:06,1540145826,54.178,1020.172,32.632,29.346,933,506,2.7816,10.7085,12.658,30.196,29.356,0.966272,29.076,1.0022694,114.35,10/21/18 18:17,21.27514101,-157.8180407,60.19369527
October,10/21/18,8:17:07,1540145827,54.0565,1020.1105,32.5495,29.346,917,471,2.5681,10.5149,12.504,29.829,29.356,0.954528,29.082,0.8206902,112.526,10/21/18 18:17,21.27514101,-157.8180407,60.19369527
October,10/21/18,8:17:08,1540145828,53.961,1020.066,32.488,29.341,1060,506,2.7816,12.2452,NA,NA,NA,NA,29.082,0.723877825,111.5535,10/21/18 18:17,21.27514521,-157.8180362,60.00945477
October,10/21/18,8:17:09,1540145829,53.713,1019.938,32.3185,29.344,1249,503,2.7633,14.5321,12.947,30.888,29.355,0.988416,29.082,0.62706545,110.581,10/21/18 18:17,21.27514941,-157.8180317,59.83194272
October,10/21/18,8:17:10,1540145830,53.369,1019.765,32.087,29.342,1285,557,3.0927,14.9677,14.601,34.833,29.357,1.114656,29.09,0.694859,111.262,10/21/18 18:17,21.27515781,-157.8180227,59.49734255
October,10/21/18,8:17:11,1540145831,52.964,1019.562,31.815,29.341,1284,629,3.5319,14.9556,17.286,41.236,29.359,1.319552,29.096,0.69296755,111.243,10/21/18 18:17,21.27517461,-157.8180137,59.69308227
October,10/21/18,8:17:12,1540145832,52.202,1019.1765,31.3015,29.3415,NA,NA,NA,NA,NA,NA,NA,NA,29.099,0.662057275,110.9325,10/21/18 18:17,21.27517461,-157.8180137,59.69308227
October,10/21/18,8:17:13,1540145833,52.27,1019.198,31.337,29.357,1278,602,3.3672,14.883,20.182,48.142,29.362,1.540544,29.102,0.631147,110.622,10/21/18 18:17,21.27517461,-157.8180137,59.69308227
October,10/21/18,8:17:14,1540145834,52.3285,1019.228,31.3765,29.3565,NA,NA,NA,NA,21.489,51.256,29.365,1.640192,29.106,0.48968645,109.201,10/21/18 18:17,21.27518301,-157.8180137,60.20613551
October,10/21/18,8:17:15,1540145835,51.993,1019.052,31.145,29.365,1286,582,3.2452,14.9798,24.027,57.308,29.368,1.833856,29.1065,0.443246375,108.7345,10/21/18 18:17,21.27518301,-157.8180137,60.20613551
October,10/21/18,8:17:16,1540145836,51.183,1018.655,30.609,29.354,1314,571,3.1781,15.3186,NA,NA,NA,NA,29.107,0.3968063,108.268,10/21/18 18:17,21.27518301,-157.8180137,60.20613551
October,10/21/18,8:17:17,1540145837,48.994,1017.557,29.145,29.3595,1173,608,3.4038,13.6125,26.557,63.338,29.37,2.026816,29.1,0.32025235,107.499,10/21/18 18:17,21.27518301,-157.8180137,60.20613551
October,10/21/18,8:17:18,1540145838,47.292,1016.713,28.016,29.359,1193,616,3.4526,13.8545,29.541,70.457,29.369,2.254624,29.089,0.2182136,106.474,10/21/18 18:17,21.27517461,-157.8180047,58.91141244
October,10/21/18,8:17:19,1540145839,47.3725,1016.756,28.072,29.355,1113,618,3.4648,12.8865,31.678,75.564,29.362,2.418048,29.082,0.221249875,106.5045,10/21/18 18:17,21.27517461,-157.8180047,58.91141244
October,10/21/18,8:17:20,1540145840,45.343,1015.766,26.741,29.342,934,627,3.5197,10.7206,33.726,80.46,29.354,2.57472,29.075,0.22428615,106.535,10/21/18 18:17,21.27517461,-157.8180047,58.91141244
October,10/21/18,8:17:21,1540145841,43.638,1014.933,25.625,29.339,NA,NA,NA,NA,NA,NA,NA,NA,29.046,0.21632215,106.455,10/21/18 18:17,21.27518021,-157.8180047,59.25681395
October,10/21/18,8:26:41,1540146401,29.8865,1009.775,17.726,26.961,307,435,2.3485,3.1339,79.01,196.826,26.909,6.298432,NA,NA,NA,10/21/18 18:26,21.27611531,-157.8189691,202.6728929
October,10/21/18,8:26:42,1540146402,29.866,1009.767,17.714,26.958,313,439,2.3729,3.2065,NA,NA,NA,NA,NA,NA,NA,10/21/18 18:26,21.27611531,-157.8189601,201.9864912
October,10/21/18,8:26:43,1540146403,29.854,1009.766,17.709,26.95,313,444,2.4034,3.2065,78.435,195.41,26.904,6.25312,NA,NA,NA,10/21/18 18:26,21.27610691,-157.8189601,201.352768
October,10/21/18,8:26:44,1540146404,29.9005,1009.7945,17.743,26.939,NA,NA,NA,NA,78.639,195.935,26.899,6.26992,NA,NA,NA,10/21/18 18:26,21.27610691,-157.8189601,201.352768
October,10/21/18,8:26:45,1540146405,29.908,1009.798,17.748,26.94,318,447,2.4217,3.267,78.21,194.88,26.895,6.23616,NA,NA,NA,10/21/18 18:26,21.27611531,-157.8189601,201.9864912
October,10/21/18,8:26:46,1540146406,30.097,1009.8975,17.876,26.927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/21/18 18:26,21.27612371,-157.8189691,203.3068019
October,10/21/18,8:26:47,1540146407,30.198,1009.951,17.945,26.921,325,433,2.3363,3.3517,78.167,194.786,26.891,6.233152,NA,NA,NA,10/21/18 18:26,21.2761321,-157.8189691,203.9422692
October,10/21/18,8:26:48,1540146408,30.198,1009.957,17.949,26.909,325,434,2.3424,3.3517,78.274,195.064,26.888,6.242048,NA,NA,NA,10/21/18 18:26,21.2761321,-157.8189691,203.9422692
October,10/21/18,8:26:49,1540146409,30.4015,1010.057,18.082,26.9085,356,435,2.3485,3.7268,77.555,193.281,26.885,6.184992,NA,NA,NA,10/21/18 18:26,21.2761405,-157.8189691,204.580788
October,10/21/18,8:26:50,1540146410,30.656,1010.185,18.251,26.903,NA,NA,NA,NA,NA,NA,NA,NA,27.3685,0.1320033,105.608,10/21/18 18:26,21.2761405,-157.8189691,204.580788
October,10/21/18,8:26:51,1540146411,30.95,1010.333,18.447,26.896,375,434,2.3424,3.9567,77.911,194.174,26.884,6.213568,27.369,0.157289,105.862,10/21/18 18:26,21.2761405,-157.8189601,203.9008092
October,10/21/18,8:26:52,1540146412,31.317,1010.511,18.686,26.8995,NA,NA,NA,NA,78.029,194.47,26.883,6.22304,27.371,0.1969099,106.26,10/21/18 18:26,21.2761489,-157.8189646,204.8824052
October,10/21/18,8:26:53,1540146413,32.821,1011.257,19.68,26.891,446,444,2.4034,4.8158,77.775,193.834,26.884,6.202688,27.379,0.22368885,106.529,10/21/18 18:26,21.2761573,-157.8189691,205.8646265
October,10/21/18,8:26:54,1540146414,33.5125,1011.6005,20.139,26.889,461,447,2.4217,4.9973,77.82,193.924,26.89,6.205568,27.387,0.2504678,106.798,10/21/18 18:26,21.2761573,-157.8189691,205.8646265
October,10/21/18,8:26:55,1540146415,37.823,1013.749,23.015,26.901,650,528,2.9158,7.2842,NA,NA,NA,NA,27.423,0.27664945,107.061,10/21/18 18:26,21.2761573,-157.8189736,206.2032433
October,10/21/18,8:26:56,1540146416,37.762,1013.716,22.972,26.904,609,514,2.8304,6.7881,79.173,197.275,26.897,6.3128,27.465,0.32562805,107.553,10/21/18 18:26,21.2761657,-157.8189691,206.5099038
October,10/21/18,8:26:57,1540146417,39.287,1014.4695,23.989,26.931,589,504,2.7694,6.5461,79.77,198.659,26.926,6.357088,27.4855,0.34932095,107.791,10/21/18 18:26,21.2761657,-157.8189691,206.5099038
October,10/21/18,8:26:58,1540146418,40.139,1014.868,24.541,26.98,611,527,2.9097,6.8123,79.949,198.995,26.957,6.36784,27.506,0.37301385,108.029,10/21/18 18:26,21.2761657,-157.8189781,207.1855264
October,10/21/18,8:26:59,1540146419,41.1165,1015.337,25.183,27.021,629,550,3.05,7.0301,NA,NA,NA,NA,27.554,0.41243565,108.425,10/21/18 18:26,21.2761573,-157.8189781,206.5423599
October,10/21/18,8:27:00,1540146420,42.334,1015.919,25.983,27.076,662,576,3.2086,7.4294,81.012,201.566,26.977,6.450112,27.5795,0.44170335,108.719,10/21/18 18:27,21.2761573,-157.8189781,206.5423599
October,10/21/18,8:27:01,1540146421,43.005,1016.235,26.42,27.113,NA,NA,NA,NA,81.009,201.433,27.012,6.445856,27.605,0.47097105,109.013,10/21/18 18:27,21.2761489,-157.8189871,206.5832628
October,10/21/18,8:27:02,1540146422,43.228,1016.308,26.541,27.17,669,594,3.3184,7.5141,81.959,203.642,27.053,6.516544,27.655,0.46340525,108.937,10/21/18 18:27,21.2761405,-157.8189871,205.9467069
October,10/21/18,8:27:03,1540146423,43.3105,1016.29,26.551,27.252,NA,NA,NA,NA,NA,NA,NA,NA,27.704,0.43871685,108.689,10/21/18 18:27,21.2761405,-157.8189781,205.2627605
October,10/21/18,8:27:04,1540146424,42.905,1016.028,26.232,27.327,634,581,3.2391,7.0906,82.916,205.846,27.1,6.587072,27.721,0.442051775,108.7225,10/21/18 18:27,21.2761321,-157.8189781,204.6263698
October,10/21/18,8:27:05,1540146425,41.6855,1015.357,25.366,27.398,NA,NA,NA,NA,82.173,203.775,27.162,6.5208,27.738,0.4453867,108.756,10/21/18 18:27,21.2761321,-157.8189871,205.3124362
October,10/21/18,8:27:06,1540146426,42.732,1015.846,26.043,27.456,751,587,3.2757,8.5063,82.929,205.451,27.216,6.574432,27.766,0.4306533,108.608,10/21/18 18:27,21.2761405,-157.8189871,205.9467069
October,10/21/18,8:27:07,1540146427,40.79,1014.84,24.713,27.49,NA,NA,NA,NA,83.501,206.642,27.278,6.612544,27.805,0.4587264,108.89,10/21/18 18:27,21.2761405,-157.8189961,206.6326076
October,10/21/18,8:27:08,1540146428,45.422,1017.1695,27.836,27.5225,869,584,3.2574,9.9341,NA,NA,NA,NA,27.822,0.46081695,108.911,10/21/18 18:27,21.2761405,-157.8189961,206.6326076
October,10/21/18,8:27:09,1540146429,45.748,1017.296,28.027,27.576,821,579,3.2269,9.3533,82.97,205.074,27.347,6.562368,27.839,0.4629075,108.932,10/21/18 18:27,21.2761405,-157.8189961,206.6326076
October,10/21/18,8:27:10,1540146430,45.484,1017.12,27.8155,27.6285,842,596,3.3306,9.6074,83.782,206.854,27.408,6.619328,27.874,0.4292596,108.594,10/21/18 18:27,21.2761405,-157.8189961,206.6326076
October,10/21/18,8:27:11,1540146431,44.693,1016.683,27.251,27.673,845,593,3.3123,9.6437,83.774,206.587,27.475,6.610784,27.8865,0.437572025,108.6775,10/21/18 18:27,21.2761405,-157.8189961,206.6326076
October,10/21/18,8:27:12,1540146432,43.332,1015.98,26.319,27.69,830,576,3.2086,9.4622,NA,NA,NA,NA,27.899,0.44588445,108.761,10/21/18 18:27,21.2761405,-157.8189961,206.6326076
October,10/21/18,8:27:13,1540146433,45.625,1017.104,27.843,27.745,NA,NA,NA,NA,83.286,205.144,27.541,6.564608,27.928,0.44628265,108.765,10/21/18 18:27,21.2761447,-157.8189961,206.9495472
October,10/21/18,8:27:14,1540146434,48.182,1018.382,29.565,27.786,1163,612,3.4282,13.4915,83.208,204.764,27.592,6.552448,27.968,0.39989235,108.299,10/21/18 18:27,21.2761489,-157.8189961,207.2670569
October,10/21/18,8:27:15,1540146435,48.222,1018.388,29.581,27.805,1155,613,3.4343,13.3947,83.274,204.698,27.655,6.550336,27.982,0.375253725,108.0515,10/21/18 18:27,21.2761489,-157.8189961,207.2670569
October,10/21/18,8:27:16,1540146436,46.6415,1017.539,28.4695,27.8555,1030,604,3.3794,11.8822,82.235,201.909,27.72,6.461088,27.996,0.3506151,107.804,10/21/18 18:27,21.2761489,-157.8189961,207.2670569
October,10/21/18,8:27:17,1540146437,44.693,1016.52,27.125,27.891,891,592,3.3062,10.2003,NA,NA,NA,NA,28.013,0.2689841,106.984,10/21/18 18:27,21.2761489,-157.8189871,206.5832628
October,10/21/18,8:27:18,1540146438,43.588,1015.9375,26.3615,27.924,804,581,3.2391,9.1476,81.106,198.915,27.783,6.36528,28.0145,0.33140195,107.611,10/21/18 18:27,21.2761489,-157.8189871,206.5832628
October,10/21/18,8:27:19,1540146439,43.23,1015.729,26.099,27.963,688,575,3.2025,7.744,80.716,197.778,27.834,6.328896,28.016,0.3938198,108.238,10/21/18 18:27,21.2761405,-157.8189871,205.9467069
October,10/21/18,8:27:20,1540146440,43.392,1015.797,26.198,27.981,746,631,3.5441,8.4458,80.82,197.889,27.875,6.332448,28.022,0.45544125,108.857,10/21/18 18:27,21.2761405,-157.8189871,205.9467069
October,10/21/18,8:27:21,1540146441,48.506,1018.379,29.6525,28.0015,720,694,3.9284,8.1312,NA,NA,NA,NA,28.046,0.49824775,109.287,10/21/18 18:27,21.2761321,-157.8189961,206.0004488
October,10/21/18,8:27:22,1540146442,49.723,1018.986,30.471,28.023,NA,NA,NA,NA,82.659,202.242,27.916,6.471744,28.0675,0.51795865,109.485,10/21/18 18:27,21.2761321,-157.8189961,206.0004488
October,10/21/18,8:27:23,1540146443,50.4525,1019.3395,30.9545,28.051,736,767,4.3737,8.3248,81.71,199.691,27.982,6.390112,28.089,0.53766955,109.683,10/21/18 18:27,21.2761321,-157.8190051,206.6903881
October,10/21/18,8:27:24,1540146444,49.704,1018.925,30.417,28.087,701,759,4.3249,7.9013,81.707,199.438,28.051,6.382016,28.13,0.55837595,109.891,10/21/18 18:27,21.2761321,-157.8190051,206.6903881
October,10/21/18,8:27:25,1540146445,49.601,1018.847,30.327,28.118,750,655,3.6905,8.4942,NA,NA,NA,NA,28.149,0.6000874,110.31,10/21/18 18:27,21.2761321,-157.8190051,206.6903881
October,10/21/18,8:27:26,1540146446,51.141,1019.6065,31.357,28.158,782,696,3.9406,8.8814,80.242,195.602,28.126,6.259264,28.168,0.64179885,110.729,10/21/18 18:27,21.2761363,-157.8190051,207.0051273
October,10/21/18,8:27:27,1540146447,52.153,1020.087,32.019,28.209,997,661,3.7271,11.4829,78.944,192.201,28.196,6.150432,28.198,0.7219366,111.534,10/21/18 18:27,21.2761405,-157.8190051,207.3204431
October,10/21/18,8:27:28,1540146448,52.68,1020.315,32.346,28.263,1297,623,3.4953,15.1129,80.142,194.902,28.258,6.236864,28.233,0.7896306,112.214,10/21/18 18:27,21.2761489,-157.8190051,207.9527939
October,10/21/18,8:27:29,1540146449,52.477,1020.164,32.168,28.318,1174,600,3.355,13.6246,80.55,195.662,28.326,6.261184,28.2495,0.8232785,112.552,10/21/18 18:27,21.2761489,-157.8190051,207.9527939
October,10/21/18,8:27:30,1540146450,52.72,1020.267,32.318,28.344,1140,576,3.2086,13.2132,NA,NA,NA,NA,28.266,0.8569264,112.89,10/21/18 18:27,21.2761573,-157.8190051,208.5874195
October,10/21/18,8:27:31,1540146451,52.67,1020.188,32.24,28.408,1212,580,3.233,14.0844,80.55,195.418,28.396,6.253376,28.288,0.9112807,113.436,10/21/18 18:27,21.2761657,-157.8190051,209.2242994
October,10/21/18,8:27:32,1540146452,52.76,1020.191,32.267,28.46,1199,570,3.172,13.9271,81.141,196.633,28.459,6.292256,28.301,0.934724725,113.6715,10/21/18 18:27,21.2761699,-157.8190006,209.2030772
October,10/21/18,8:27:33,1540146453,52.882,1020.224,32.326,28.496,1346,562,3.1232,15.7058,80.864,195.754,28.52,6.264128,28.314,0.95816875,113.907,10/21/18 18:27,21.2761741,-157.8189961,209.1839395
October,10/21/18,8:27:34,1540146454,53.183,1020.341,32.5015,28.541,1481,561,3.1171,17.3393,NA,NA,NA,NA,28.337,0.97668505,114.093,10/21/18 18:27,21.2761825,-157.8189961,209.8273432
October,10/21/18,8:27:35,1540146455,53.448,1020.448,32.66,28.576,1620,556,3.0866,19.0212,79.71,192.773,28.575,6.168736,28.355,1.02407085,114.569,10/21/18 18:27,21.2761769,-157.8189901,208.9467352
October,10/21/18,8:27:36,1540146456,53.61,1020.509,32.753,28.602,NA,NA,NA,NA,77.801,187.989,28.625,6.015648,28.3665,1.02327445,114.561,10/21/18 18:27,21.2761741,-157.8189871,208.506432
October,10/21/18,8:27:37,1540146457,NA,NA,NA,NA,1634,569,3.1659,19.1906,74.067,178.825,28.67,5.7224,28.378,1.02247805,114.553,10/21/18 18:27,21.2761741,-157.8189871,208.506432
October,10/21/18,8:27:38,1540146458,53.848,1020.551,32.851,28.697,1624,569,3.1659,19.0696,70.418,169.887,28.713,5.436384,28.393,1.05353765,114.865,10/21/18 18:27,21.2761741,-157.8189781,207.8309097
October,10/21/18,8:27:39,1540146459,NA,NA,NA,NA,1611,555,3.0805,18.9123,NA,NA,NA,NA,28.41,1.0665787,114.996,10/21/18 18:27,21.2761741,-157.8189691,207.157392
October,10/21/18,8:27:40,1540146460,NA,NA,NA,NA,1540,547,3.0317,18.0532,67.828,163.523,28.753,5.232736,28.418,1.074393375,115.0745,10/21/18 18:27,21.2761741,-157.8189736,207.4938991
October,10/21/18,8:27:41,1540146461,NA,NA,NA,NA,NA,NA,NA,NA,64.279,154.868,28.79,4.955776,28.426,1.08220805,115.153,10/21/18 18:27,21.2761741,-157.8189781,207.8309097
October,10/21/18,8:27:42,1540146462,53.934,1020.562,32.882,28.736,1411,515,2.8365,16.4923,59.942,144.327,28.826,4.618464,28.443,1.09873335,115.319,10/21/18 18:27,21.2761769,-157.8189841,208.4961877
October,10/21/18,8:27:43,1540146463,NA,NA,NA,NA,1307,483,2.6413,15.2339,NA,NA,NA,NA,28.45,1.0948509,115.28,10/21/18 18:27,21.2761797,-157.8189901,209.1616662
October,10/21/18,8:27:44,1540146464,NA,NA,NA,NA,1357,494,2.7084,15.8389,57.36,138.028,28.86,4.416896,28.457,1.09096845,115.241,10/21/18 18:27,21.2761825,-157.8189961,209.8273432
October,10/21/18,8:27:45,1540146465,NA,NA,NA,NA,1392,507,2.7877,16.2624,54.573,131.251,28.891,4.200032,28.472,1.087086,115.202,10/21/18 18:27,21.2761825,-157.8190051,210.5047399
October,10/21/18,8:27:46,1540146466,NA,NA,NA,NA,1359,498,2.7328,15.8631,52.648,126.56,28.919,4.04992,28.48,1.0753391,115.084,10/21/18 18:27,21.2761867,-157.8190029,210.6569526
October,10/21/18,8:27:47,1540146467,NA,NA,NA,NA,1411,498,2.7328,16.4923,49.688,119.389,28.945,3.820448,28.4865,1.077578975,115.1065,10/21/18 18:27,21.2761909,-157.8190006,210.8103508
October,10/21/18,8:27:48,1540146468,NA,NA,NA,NA,1399,501,2.7511,16.3471,NA,NA,NA,NA,28.493,1.07981885,115.129,10/21/18 18:27,21.2761951,-157.8189984,210.9649319
October,10/21/18,8:27:49,1540146469,53.966,1020.403,32.761,28.944,1389,506,2.7816,16.2261,47.575,114.264,28.969,3.656448,28.504,1.0922626,115.254,10/21/18 18:27,21.2761993,-157.8189961,211.1206932
October,10/21/18,8:27:50,1540146470,53.971,1020.3905,32.753,28.9615,1335,495,2.7145,15.5727,46.551,111.761,28.991,3.576352,28.5095,1.10390995,115.371,10/21/18 18:27,21.2762077,-157.8189871,211.1013939
October,10/21/18,8:27:51,1540146471,54.043,1020.417,32.794,28.974,NA,NA,NA,NA,45.643,109.541,29.012,3.505312,28.515,1.1155573,115.488,10/21/18 18:27,21.2762077,-157.8189871,211.1013939
October,10/21/18,8:27:52,1540146472,54.048,1020.406,32.786,28.99,1208,444,2.4034,14.036,NA,NA,NA,NA,28.522,1.13656235,115.699,10/21/18 18:27,21.2762077,-157.8189871,211.1013939
October,10/21/18,8:27:53,1540146473,54.0865,1020.421,32.8085,28.996,1179,431,2.3241,13.6851,43.526,104.429,29.03,3.341728,28.534,1.1304898,115.638,10/21/18 18:27,21.2762077,-157.8189871,211.1013939
October,10/21/18,8:27:54,1540146474,54.106,1020.418,32.811,29.011,NA,NA,NA,NA,42.409,101.72,29.046,3.25504,28.537,1.13417315,115.675,10/21/18 18:27,21.2762077,-157.8189871,211.1013939
October,10/21/18,8:27:55,1540146475,54.107,1020.409,32.804,29.023,1093,409,2.1899,12.6445,41.117,98.595,29.061,3.15504,28.54,1.1378565,115.712,10/21/18 18:27,21.2762077,-157.8189871,211.1013939
October,10/21/18,8:27:56,1540146476,54.087,1020.3885,32.7825,29.034,1129,413,2.2143,13.0801,NA,NA,NA,NA,28.547,1.17060845,116.041,10/21/18 18:27,21.2762077,-157.8189871,211.1013939
October,10/21/18,8:27:57,1540146477,54.098,1020.386,32.783,29.044,1165,417,2.2387,13.5157,39.527,94.762,29.073,3.032384,28.551,1.1774774,116.11,10/21/18 18:27,21.2762077,-157.8189871,211.1013939
October,10/21/18,8:27:58,1540146478,54.14,1020.398,32.804,29.0555,1103,407,2.1777,12.7655,38.899,93.237,29.085,2.983584,28.555,1.18434635,116.179,10/21/18 18:27,21.27621609,-157.8189871,211.7547088
October,10/21/18,8:27:59,1540146479,54.12,1020.387,32.79,29.055,1116,417,2.2387,12.9228,37.843,90.688,29.096,2.902016,28.566,1.18793015,116.215,10/21/18 18:27,21.27622449,-157.8189871,212.4109033
October,10/21/18,8:28:00,1540146480,54.122,1020.375,32.78,29.072,1115,414,2.2204,12.9107,36.781,88.129,29.106,2.820128,28.574,1.19410225,116.277,10/21/18 18:28,21.27622449,-157.8189961,213.0759961
October,10/21/18,8:28:01,1540146481,54.128,1020.3785,32.785,29.071,NA,NA,NA,NA,NA,NA,NA,NA,28.5785,1.18354995,116.171,10/21/18 18:28,21.27623289,-157.8189961,213.7322251
October,10/21/18,8:28:02,1540146482,54.155,1020.383,32.796,29.082,1127,409,2.1899,13.0559,35.697,85.519,29.115,2.736608,28.583,1.17299765,116.065,10/21/18 18:28,21.27623289,-157.8189961,213.7322251
October,10/21/18,8:28:03,1540146483,54.148,1020.383,32.794,29.077,NA,NA,NA,NA,35.149,84.194,29.123,2.694208,28.583,1.1816585,116.152,10/21/18 18:28,21.27623289,-157.8190051,214.3972842
October,10/21/18,8:28:04,1540146484,54.117,1020.357,32.765,29.09,1102,406,2.1716,12.7534,34.75,83.227,29.131,2.663264,28.591,1.1750882,116.086,10/21/18 18:28,21.27624129,-157.8190051,215.0535471
October,10/21/18,8:28:05,1540146485,54.1205,1020.355,32.764,29.094,NA,NA,NA,NA,NA,NA,NA,NA,28.5955,1.228447,116.622,10/21/18 18:28,21.27624129,-157.8190096,215.3870425
October,10/21/18,8:28:06,1540146486,54.119,1020.348,32.758,29.101,NA,NA,NA,NA,34.281,82.092,29.138,2.626944,28.6,1.2818058,117.158,10/21/18 18:28,21.27624129,-157.8190141,215.7210398
October,10/21/18,8:28:07,1540146487,54.1495,1020.364,32.7785,29.101,1015,401,2.1411,11.7007,33.939,81.265,29.144,2.60048,28.603,1.35119215,117.855,10/21/18 18:28,21.27624129,-157.8190187,216.0555368
October,10/21/18,8:28:08,1540146488,54.222,1020.404,32.83,29.098,962,388,2.0618,11.0594,33.66,80.587,29.15,2.578784,28.608,1.364979825,117.9935,10/21/18 18:28,21.27623709,-157.8190209,215.8975991
October,10/21/18,8:28:09,1540146489,54.273,1020.421,32.858,29.108,805,378,2.0008,9.1597,NA,NA,NA,NA,28.613,1.3787675,118.132,10/21/18 18:28,21.27623289,-157.8190232,215.7408171
October,10/21/18,8:28:10,1540146490,54.328,1020.4495,32.896,29.108,698,371,1.9581,7.865,33.549,80.314,29.156,2.570048,28.614,1.43521235,118.699,10/21/18 18:28,21.27623289,-157.8190141,215.0643395
October,10/21/18,8:28:11,1540146491,54.364,1020.458,32.912,29.119,669,369,1.9459,7.5141,32.402,77.562,29.161,2.481984,28.622,1.5137573,119.488,10/21/18 18:28,21.27623569,-157.8190141,215.2821869
October,10/21/18,8:28:12,1540146492,54.403,1020.4805,32.941,29.1165,629,374,1.9764,7.0301,31.078,74.388,29.165,2.380416,28.6235,1.527146775,119.6225,10/21/18 18:28,21.27623849,-157.8190141,215.500265
October,10/21/18,8:28:13,1540146493,54.433,1020.493,32.959,29.119,580,373,1.9703,6.4372,29.948,71.677,29.169,2.293664,28.625,1.54053625,119.757,10/21/18 18:28,21.27624129,-157.8190141,215.718573
October,10/21/18,8:28:14,1540146494,54.427,1020.482,32.948,29.129,585,369,1.9459,6.4977,NA,NA,NA,NA,28.63,1.6360047,120.716,10/21/18 18:28,21.27624129,-157.8190141,215.718573
October,10/21/18,8:28:15,1540146495,54.456,1020.501,32.9725,29.1235,588,377,1.9947,6.534,28.253,67.616,29.172,2.163712,28.6315,1.65004125,120.857,10/21/18 18:28,21.27624129,-157.8190141,215.718573
October,10/21/18,8:28:16,1540146496,54.485,1020.508,32.986,29.132,608,400,2.135,6.776,27.368,65.497,29.175,2.095904,28.633,1.6640778,120.998,10/21/18 18:28,21.27624549,-157.8190141,216.0464646
October,10/21/18,8:28:17,1540146497,54.5075,1020.5235,33.0045,29.1285,614,410,2.196,6.8486,25.924,62.038,29.177,1.985216,28.635,1.67472965,121.105,10/21/18 18:28,21.27624969,-157.8190141,216.3748695
October,10/21/18,8:28:18,1540146498,54.512,1020.522,33.004,29.132,619,412,2.2082,6.9091,NA,NA,NA,NA,28.637,1.66696475,121.027,10/21/18 18:28,21.27624969,-157.8190141,216.3748695
October,10/21/18,8:28:19,1540146499,54.512,1020.519,33.002,29.136,612,410,2.196,6.8244,24.87,59.514,29.179,1.904448,28.6375,1.67472965,121.105,10/21/18 18:28,21.27625809,-157.8190141,217.0332102
October,10/21/18,8:28:20,1540146500,54.5045,1020.5155,32.9965,29.136,610,417,2.2387,6.8002,23.807,56.967,29.18,1.822944,28.638,1.68249455,121.183,10/21/18 18:28,21.27625809,-157.8190141,217.0332102
October,10/21/18,8:28:21,1540146501,54.498,1020.519,32.998,29.128,NA,NA,NA,NA,22.975,54.976,29.182,1.759232,28.646,1.7405322,121.766,10/21/18 18:28,21.27625809,-157.8190141,217.0332102
