latitude,longitude,temperature,salinity,turbidity,time,ts,depth
21.30224037,-157.9092712,23.7742157,34.2780838,4.60E-30,2019-02-16 16:00:00 HST,1550368800,0.25
21.30129433,-157.9081726,23.51425552,34.27713776,1.70E-30,2019-02-16 16:00:00 HST,1550368800,0.25
21.30046272,-157.9072266,23.52603149,34.2685585,5.51E-31,2019-02-16 16:00:00 HST,1550368800,0.25
21.29974365,-157.9063873,23.55319595,34.26184464,1.36E-31,2019-02-16 16:00:00 HST,1550368800,0.25
21.29913521,-157.9056854,23.54206657,34.25741959,9.96E-33,2019-02-16 16:00:00 HST,1550368800,0.25
21.29878426,-157.9052887,23.543787,34.25715637,3.48E-34,2019-02-16 16:00:00 HST,1550368800,0.25
21.29847717,-157.9049377,23.54809189,34.25492096,1.44E-34,2019-02-16 16:00:00 HST,1550368800,0.25
21.29816818,-157.9045868,23.55204391,34.25381851,0,2019-02-16 16:00:00 HST,1550368800,0.25
21.2978611,-157.9042206,23.55270958,34.25314331,0,2019-02-16 16:00:00 HST,1550368800,0.25
21.29755402,-157.9038696,23.55207825,34.25175095,0,2019-02-16 16:00:00 HST,1550368800,0.25
21.29724693,-157.9035187,23.55041313,34.24979401,0,2019-02-16 16:00:00 HST,1550368800,0.25
21.29693985,-157.9031677,23.5708847,34.2490921,0,2019-02-16 16:00:00 HST,1550368800,0.25
21.29663277,-157.9028168,23.56429863,34.24898148,0,2019-02-16 16:00:00 HST,1550368800,0.25
21.29632568,-157.9024506,23.55504608,34.25072479,0,2019-02-16 16:00:00 HST,1550368800,0.25
21.29601669,-157.9020996,23.55347633,34.25296021,0,2019-02-16 16:00:00 HST,1550368800,0.25
21.29570961,-157.9017487,23.54998779,34.25603104,0,2019-02-16 16:00:00 HST,1550368800,0.25
21.29540253,-157.9013977,23.54758263,34.25803375,0,2019-02-16 16:00:00 HST,1550368800,0.25
21.29509544,-157.9010468,23.5460186,34.25812912,0,2019-02-16 16:00:00 HST,1550368800,0.25
21.29478836,-157.9006958,23.54527473,34.26004028,0,2019-02-16 16:00:00 HST,1550368800,0.25
21.29448128,-157.9003296,23.54743004,34.26133728,0,2019-02-16 16:00:00 HST,1550368800,0.25
21.29417419,-157.8999786,23.54977036,34.26321793,0,2019-02-16 16:00:00 HST,1550368800,0.25
21.2938652,-157.8996277,23.54400253,34.265522,0,2019-02-16 16:00:00 HST,1550368800,0.25
21.29355812,-157.8992767,23.52160835,34.26794434,0,2019-02-16 16:00:00 HST,1550368800,0.25
21.29325104,-157.8989258,23.48603439,34.26728439,0,2019-02-16 16:00:00 HST,1550368800,0.25
21.29294395,-157.8985596,23.46714973,34.26451111,0,2019-02-16 16:00:00 HST,1550368800,0.25
21.29263687,-157.8982086,23.48741341,34.25997162,0,2019-02-16 16:00:00 HST,1550368800,0.25
21.29232979,-157.8978577,23.49495506,34.25888824,0,2019-02-16 16:00:00 HST,1550368800,0.25
21.29202271,-157.8975067,23.50533867,34.26046371,0,2019-02-16 16:00:00 HST,1550368800,0.25
21.29171371,-157.8971558,23.53108025,34.26374817,0,2019-02-16 16:00:00 HST,1550368800,0.25
21.29140663,-157.8968048,23.53602409,34.26449966,0,2019-02-16 16:00:00 HST,1550368800,0.25
21.29109955,-157.8964386,23.53475952,34.26249313,0,2019-02-16 16:00:00 HST,1550368800,0.25
21.29079247,-157.8960876,23.53461456,34.25845337,0,2019-02-16 16:00:00 HST,1550368800,0.25
21.29048538,-157.8957367,23.52160454,34.25774765,0,2019-02-16 16:00:00 HST,1550368800,0.25
21.2901783,-157.8953857,23.51496887,34.25646591,0,2019-02-16 16:00:00 HST,1550368800,0.25
21.28987122,-157.8950348,23.51363373,34.25404358,0,2019-02-16 16:00:00 HST,1550368800,0.25
21.28956223,-157.8946686,23.52209663,34.25267792,0,2019-02-16 16:00:00 HST,1550368800,0.25
21.28925514,-157.8943176,23.53440094,34.25201035,0,2019-02-16 16:00:00 HST,1550368800,0.25
21.28894806,-157.8939667,23.54844093,34.25131607,0,2019-02-16 16:00:00 HST,1550368800,0.25
21.28864098,-157.8936157,23.55859184,34.25120544,0,2019-02-16 16:00:00 HST,1550368800,0.25
21.28833389,-157.8932648,23.5708313,34.25231171,0,2019-02-16 16:00:00 HST,1550368800,0.25
21.28802681,-157.8929138,23.5784874,34.25450897,0,2019-02-16 16:00:00 HST,1550368800,0.25
21.28771973,-157.8925476,23.58538437,34.25740433,0,2019-02-16 16:00:00 HST,1550368800,0.25
