latitude,longitude,temperature,salinity,turbidity,time,ts,depth
21.30224037,-157.9092712,23.28065681,34.26563263,-5.70E-07,2019-02-17 04:00:00 HST,1550412000,0.25
21.30129433,-157.9081726,23.18271255,34.27164078,-6.78E-08,2019-02-17 04:00:00 HST,1550412000,0.25
21.30046272,-157.9072266,23.21438217,34.27514267,5.10E-08,2019-02-17 04:00:00 HST,1550412000,0.25
21.29974365,-157.9063873,23.21462822,34.27209854,8.73E-07,2019-02-17 04:00:00 HST,1550412000,0.25
21.29913521,-157.9056854,23.20274353,34.26377106,2.66E-06,2019-02-17 04:00:00 HST,1550412000,0.25
21.29878426,-157.9052887,23.22731018,34.22834396,1.28E-06,2019-02-17 04:00:00 HST,1550412000,0.25
21.29847717,-157.9049377,23.14702034,34.18119049,8.84E-07,2019-02-17 04:00:00 HST,1550412000,0.25
21.29816818,-157.9045868,23.13190651,34.17803955,3.76E-07,2019-02-17 04:00:00 HST,1550412000,0.25
21.2978611,-157.9042206,23.13397789,34.16744232,2.16E-07,2019-02-17 04:00:00 HST,1550412000,0.25
21.29755402,-157.9038696,23.14104462,34.16703033,8.48E-07,2019-02-17 04:00:00 HST,1550412000,0.25
21.29724693,-157.9035187,23.14849663,34.16908646,4.72E-06,2019-02-17 04:00:00 HST,1550412000,0.25
21.29693985,-157.9031677,23.15672493,34.16883087,1.20E-05,2019-02-17 04:00:00 HST,1550412000,0.25
21.29663277,-157.9028168,23.16433716,34.16705322,1.98E-05,2019-02-17 04:00:00 HST,1550412000,0.25
21.29632568,-157.9024506,23.17111969,34.16470337,2.48E-05,2019-02-17 04:00:00 HST,1550412000,0.25
21.29601669,-157.9020996,23.17700195,34.16311646,2.71E-05,2019-02-17 04:00:00 HST,1550412000,0.25
21.29570961,-157.9017487,23.18285942,34.16431046,2.81E-05,2019-02-17 04:00:00 HST,1550412000,0.25
21.29540253,-157.9013977,23.18808556,34.16256714,2.79E-05,2019-02-17 04:00:00 HST,1550412000,0.25
21.29509544,-157.9010468,23.19232559,34.15645218,2.72E-05,2019-02-17 04:00:00 HST,1550412000,0.25
21.29478836,-157.9006958,23.19608688,34.15209579,2.70E-05,2019-02-17 04:00:00 HST,1550412000,0.25
21.29448128,-157.9003296,23.20010948,34.1457634,2.73E-05,2019-02-17 04:00:00 HST,1550412000,0.25
21.29417419,-157.8999786,23.20447159,34.14375687,2.75E-05,2019-02-17 04:00:00 HST,1550412000,0.25
21.2938652,-157.8996277,23.20897293,34.14483643,2.78E-05,2019-02-17 04:00:00 HST,1550412000,0.25
21.29355812,-157.8992767,23.21694374,34.1484642,2.80E-05,2019-02-17 04:00:00 HST,1550412000,0.25
21.29325104,-157.8989258,23.22678566,34.146492,2.81E-05,2019-02-17 04:00:00 HST,1550412000,0.25
21.29294395,-157.8985596,23.23385811,34.1373291,2.80E-05,2019-02-17 04:00:00 HST,1550412000,0.25
21.29263687,-157.8982086,23.23702431,34.12952042,2.78E-05,2019-02-17 04:00:00 HST,1550412000,0.25
21.29232979,-157.8978577,23.22842026,34.12683105,2.71E-05,2019-02-17 04:00:00 HST,1550412000,0.25
21.29202271,-157.8975067,23.22960854,34.1235466,2.53E-05,2019-02-17 04:00:00 HST,1550412000,0.25
21.29171371,-157.8971558,23.23046684,34.12099838,2.27E-05,2019-02-17 04:00:00 HST,1550412000,0.25
21.29140663,-157.8968048,23.22657585,34.12089539,2.06E-05,2019-02-17 04:00:00 HST,1550412000,0.25
21.29109955,-157.8964386,23.22730446,34.12004089,1.86E-05,2019-02-17 04:00:00 HST,1550412000,0.25
21.29079247,-157.8960876,23.22859383,34.11870575,1.67E-05,2019-02-17 04:00:00 HST,1550412000,0.25
21.29048538,-157.8957367,23.230196,34.11490631,1.47E-05,2019-02-17 04:00:00 HST,1550412000,0.25
21.2901783,-157.8953857,23.23180389,34.11276627,1.28E-05,2019-02-17 04:00:00 HST,1550412000,0.25
21.28987122,-157.8950348,23.23897552,34.1101532,1.09E-05,2019-02-17 04:00:00 HST,1550412000,0.25
21.28956223,-157.8946686,23.23612976,34.1111908,9.07E-06,2019-02-17 04:00:00 HST,1550412000,0.25
21.28925514,-157.8943176,23.23562622,34.1126709,7.41E-06,2019-02-17 04:00:00 HST,1550412000,0.25
21.28894806,-157.8939667,23.23713303,34.11420059,6.02E-06,2019-02-17 04:00:00 HST,1550412000,0.25
21.28864098,-157.8936157,23.23130989,34.11001587,4.94E-06,2019-02-17 04:00:00 HST,1550412000,0.25
21.28833389,-157.8932648,23.23295975,34.10868073,4.42E-06,2019-02-17 04:00:00 HST,1550412000,0.25
21.28802681,-157.8929138,23.23387909,34.1023407,4.06E-06,2019-02-17 04:00:00 HST,1550412000,0.25
21.28771973,-157.8925476,23.24205589,34.10057449,3.76E-06,2019-02-17 04:00:00 HST,1550412000,0.25
21.28741074,-157.8921967,23.25708771,34.09962845,3.54E-06,2019-02-17 04:00:00 HST,1550412000,0.25
21.28710365,-157.8918457,23.26569557,34.10103607,3.36E-06,2019-02-17 04:00:00 HST,1550412000,0.25
21.28679657,-157.8914948,23.26599884,34.09909439,3.20E-06,2019-02-17 04:00:00 HST,1550412000,0.25
